year_month,sentiment_ewma,ma_30,ma_90,volatility,momentum,date
1996-06,-0.007753997347604399,-0.25032116509677316,-0.25032116509677316,0.23871332528027991,,1996-06-01
1996-07,0.5944507872706603,0.3161291677366206,0.2212223797510847,0.22996027870888444,0.6527529759913658,1996-07-01
1996-08,0.7900646134381288,0.7248395701602947,0.46772475100202515,0.05341130549358561,0.18392477762893694,1996-08-01
1996-09,0.8,0.7992393781699386,0.6319860779239276,0.001756951149390349,0.008381586965759717,1996-09-01
1996-10,0.8,0.8,0.7766408675222177,0.0,0.0,1996-10-01
1996-11,0.6913613709792205,0.7628350785018171,0.7874326287407752,0.034926872975244896,-0.1086386290207796,1996-11-01
1996-12,0.4504456897087532,0.5650965259216939,0.7084589132058231,0.06997168557437781,-0.23694231304723098,1996-12-01
1997-01,0.2536517778703617,0.3344761579084966,0.5493216782602854,0.05668888199785367,-0.18906984973234933,1997-01-01
1997-02,0.2097471922385696,0.2247108100508874,0.37413601842729655,0.011269940516235508,-0.04368909552005851,1997-02-01
1997-03,0.13338095870583938,0.17651709967015533,0.24777671865268508,0.02337431175083752,-0.07615609088042077,1997-03-01
1997-04,0.03209538269505587,0.07693168479263113,0.1591448013083583,0.03016245706612925,-0.09958230368344219,1997-04-01
1997-05,-0.0012302226664057158,0.012894618055616066,0.08740551194194943,0.009680900177674832,-0.03275359749590202,1997-05-01
1997-06,-0.053631373752721534,-0.02944921219277296,0.018845711731895597,0.015915703619934496,-0.051881372368678645,1997-06-01
1997-07,-0.0573852275322467,-0.06199594440513225,-0.026815783792715243,0.006830486834828619,-0.003279671146821805,1997-07-01
